target_ep0,target_ep1,target_ep2,target_ep3,prediction0,prediction1,prediction2,prediction3,prediction0mse,prediction1mse,prediction2mse,prediction3mse,std0,std1,std2,std3,var0,var1,var2,var3
0.11058781862261084,0.5743702090320759,0.9237352337912379,0.5511687514282527,0.11800347744039807,0.6665926508858422,0.8309749003822295,0.5000682135493604,5.54279024602658e-05,0.008513570956188722,0.008607360065689167,0.0026182951783193273,0.014024087588133893,0.12075843036468546,0.031451162708742215,0.0599906761308394,0.0001966750326796511,0.01458259850414259,0.0009891756357317768,0.0035988812226352643
0.2620742061874691,0.8422830605062023,0.8911230857968001,0.40162240127737886,0.31164855579349465,0.6749920726884093,0.9454168428007056,0.4920437203962264,0.0024589649873301388,0.02799245894885193,0.0029539674230194316,0.008184588828092844,0.0416527538056446,0.10357541104724284,0.043679239618051195,0.057818328625709646,0.0017349518995936404,0.010727865773605315,0.001907875973611133,0.0033429591250705554
0.34314198007535907,0.5825057150345434,0.663644413525628,0.5558487627002764,0.25620459347524993,0.6656612262575895,0.6612719667675737,0.5119994377999821,0.007558927934976512,0.00692044677115383,6.941116406420347e-06,0.001927663527890793,0.03279904481547189,0.11094650168838731,0.02365098207768439,0.059523712919409597,0.0010757773408073335,0.012309126236891328,0.0005593689532389483,0.003543072399712289
0.14483829129136075,0.5324854807555583,0.6080162964138873,0.5802222811499187,0.12241890489570251,0.6903097675983392,0.5878361888410055,0.5389748592130372,0.0005031679470161531,0.024918873903992073,0.0004091042002980928,0.0017074751242034188,0.013493694513019495,0.12158402186670872,0.01590899997938554,0.045369686298407,0.00018207979161069242,0.014782674373284304,0.00025309628034408916,0.00205840843481586
0.2862682643000538,0.7723275976944037,0.6467729908663954,0.40783124391373593,0.35986482582225254,0.6023237981056032,0.6905328947069128,0.5124828474496844,0.005418845303008969,0.02891060900737402,0.0019169795579181098,0.010960692322285385,0.05049127379129296,0.1170877711410713,0.02499007880106087,0.06498999480963846,0.002549368729067307,0.01370954615078389,0.0006245040384832319,0.004223699425356835
0.3865199633681424,0.6074522953179217,0.7022189370281651,0.5557216373221124,0.3924490863979106,0.6730348973974849,0.6563499728782833,0.5078432042665697,3.7541006157889e-05,0.0043092461488509716,0.0021058262165996565,0.0023003246071774354,0.04558257010432312,0.09433630700822995,0.022813689197882625,0.06300649279783857,0.0020777706973155318,0.008899338819951016,0.0005204644148175864,0.003969818134684084
0.14365907371403655,0.5756116390340361,0.7960077528414061,0.5433611810008799,0.1481388518310114,0.6643886948256132,0.7612759081359333,0.5062007148341977,2.0454081342548136e-05,0.007888322449440653,0.001208583613302471,0.0013870206551164685,0.017450252047632477,0.12219560131592014,0.02783858664195817,0.060052225512846724,0.0003045112965259014,0.014931764980959304,0.0007749869062218119,0.0036062697890457992
0.25564369487249144,0.6743440229988478,0.6410653907709243,0.5322732357939036,0.25692751459908464,0.6673854011157064,0.6413825917081625,0.520727372811041,2.597738700732362e-06,5.438157567176601e-05,1.4131040705929557e-06,0.00013838405233535623,0.028837192330726093,0.11443899599035072,0.020716075134655596,0.060002851619840335,0.0008315836615192878,0.013096283803279509,0.0004291557689846958,0.003600342202512576
0.3192861099595237,0.62884859323684,0.7650964655187742,0.5567387068627735,0.2985911601124375,0.6375308406876494,0.7567282904423116,0.5106956198994805,0.0004297100274684696,8.110914057525669e-05,7.198027354641466e-05,0.002125425344074058,0.03779296784360022,0.11639944246896383,0.0288853386786339,0.06310698507169954,0.0014283084184274002,0.01354883020708562,0.0008343627905793836,0.003982491564839708
0.1110210165196582,0.6928672690505313,0.7999973433612387,0.5243323996859452,0.13383532307991938,0.688048280753545,0.7672855309611142,0.5130379617485139,0.0005208217743826736,2.9744145461960824e-05,0.0010718911715210514,0.00013191784694291245,0.014415132063102446,0.11959417050065665,0.027575915717805568,0.05929535571348553,0.00020779603239668419,0.014302765617740135,0.0007604311276755161,0.003515939209188781
