target_ep0,target_ep1,target_ep2,target_ep3,prediction0,prediction1,prediction2,prediction3,prediction0mse,prediction1mse,prediction2mse,prediction3mse,std0,std1,std2,std3,var0,var1,var2,var3
0.11058781862261084,0.5743702090320759,0.9237352337912379,0.5511687514282527,0.11126670163551669,0.6609049636611446,0.9005983569796742,0.5019198361841699,1.0303084754691708e-05,0.0075237325821769585,0.0005452499968395383,0.0024421447145080238,0.037619170705988386,0.125432835496472,0.05523735232033656,0.05734696846750904,0.001415202004606295,0.015733396220685,0.0030511650913609906,0.003288674792413476
0.2620742061874691,0.8422830605062023,0.8911230857968001,0.40162240127737886,0.3020827902160024,0.7020367562453038,0.933498176589722,0.4896937691505811,0.0016135419987936878,0.01969903968435898,0.0018050136792836754,0.007768325728310607,0.05383153420409409,0.11634862268124618,0.053453836695936764,0.05939105807281417,0.0028978340747665516,0.013537001999822993,0.002857312657515876,0.003527297779008385
0.34314198007535907,0.5825057150345434,0.663644413525628,0.5558487627002764,0.24165927625554573,0.695962906249206,0.6794268461635723,0.5138967671427231,0.010303989210227318,0.012890599772904214,0.00025266044719182766,0.0017663984804988015,0.044451259955692324,0.11396742397035782,0.040894997491539804,0.05725549810230029,0.0019759145116485357,0.01298857372643929,0.0016724008198330468,0.003278192062942512
0.14483829129136075,0.5324854807555583,0.6080162964138873,0.5802222811499187,0.11995107140466298,0.6805205506156496,0.6475419543958731,0.5260955333328334,0.0006309845725019038,0.021963454628246223,0.0015726882206280358,0.002946763639623918,0.035288981377590345,0.11566821575099381,0.043577313788272704,0.05508965858745381,0.001245312206667918,0.013379136135018455,0.001898982277001582,0.0030348704832822227
0.2862682643000538,0.7723275976944037,0.6467729908663954,0.40783124391373593,0.30964432692722993,0.6997531644420515,0.7233828462655769,0.5029109823456539,0.0005501876303876788,0.005276897569319749,0.005871178485985953,0.009043986987877103,0.052192126163811296,0.11669799856976795,0.04232032840592732,0.05969346281616719,0.0027240180334991955,0.013618422870189564,0.0017910101963855387,0.003563309502985135
0.3865199633681424,0.6074522953179217,0.7022189370281651,0.5557216373221124,0.35772033743218457,0.7242285202309614,0.6895326005479621,0.5056405105404362,0.0008341691523771443,0.013647161459272226,0.00016289956534403186,0.0025121977863896703,0.05099498552054687,0.10982139424013011,0.037977064582313834,0.05825941154628972,0.0026004885482407846,0.012060738632846082,0.0014422574342892356,0.003394159033719956
0.14365907371403655,0.5756116390340361,0.7960077528414061,0.5433611810008799,0.13020238246973362,0.6732061744982241,0.7888727747143102,0.5075849226786496,0.00018768902063990124,0.009553509721106596,5.76456713516715e-05,0.001291315172341257,0.036413542713805924,0.1203264488946475,0.04810094694855017,0.055860377178814216,0.0013259460929701686,0.014478454303596218,0.0023137010973472375,0.0031203817385593883
0.25564369487249144,0.6743440229988478,0.6410653907709243,0.5322732357939036,0.22469921956481106,0.6945529324320151,0.6584194447453152,0.514795806694455,0.0009637683487655879,0.00042924477759225644,0.0003054026475250398,0.0003138642759165674,0.04386708769650716,0.11385298101006669,0.04163069616117104,0.05685395827163461,0.0019243213829730496,0.012962501284878606,0.001733114862863741,0.0032323725711527695
0.3192861099595237,0.62884859323684,0.7650964655187742,0.5567387068627735,0.2946753161981398,0.6942535094851513,0.7685484096819478,0.4996043455823029,0.0006098133946831759,0.004288761883307132,1.4348858463076311e-05,0.003268787237054308,0.05284854563321922,0.11805030963879211,0.04503783652113526,0.05990010690477965,0.0027929687755464537,0.013935875605814692,0.002028406718504505,0.003588022807204031
0.1110210165196582,0.6928672690505313,0.7999973433612387,0.5243323996859452,0.11399345398145688,0.6725326459921239,0.8065157129252283,0.5166061527939462,1.680435258950092e-05,0.000447834211297224,5.009259237295878e-05,7.34130411671271e-05,0.03220238828807348,0.12060931557363544,0.04493669039972592,0.054569423566373745,0.0010369938114558519,0.014546607003140779,0.00201930614408082,0.0029778219883663066
0.366744518112272,0.7886895631324877,0.7836553622207885,0.4115261746525525,0.4340054571348307,0.7534973309438944,0.8195109288811964,0.49819341327883354,0.004536060154065898,0.0012610766485647478,0.0012913254645389677,0.007520282151010234,0.053059350091712795,0.10357907732629591,0.03977154193500626,0.057404077557830176,0.0028152946321549424,0.010728625259766788,0.0015817755478879615,0.0032952281202653817
0.1822832944011787,0.7651993131420822,0.9727569989208505,0.41148280821543254,0.21403884461093858,0.6766073282801849,1.0003264747717728,0.48735824982572296,0.0010253205490405733,0.007892272191692239,0.0007724486604571702,0.00577585216954403,0.05029136455477174,0.12268152464586067,0.06059050205060778,0.05959617602493262,0.0025292213487809515,0.01505075648943292,0.0036712089387447053,0.0035517041967947534
0.10010129140970352,0.7410430510035924,0.7785235553978621,0.40266816531079513,0.1359992229467983,0.6758275994715648,0.821217466631415,0.5146093804010576,0.001296114989265318,0.004282657463543088,0.0018299712733856738,0.012543636842991923,0.033574704386228275,0.1196374608037297,0.043934384119530275,0.054552669413759684,0.0011272607746226162,0.014313122027563959,0.0019302301079624341,0.0029759937401669513
