target_ep0,target_ep1,target_ep2,target_ep3,prediction0,prediction1,prediction2,prediction3,prediction0mse,prediction1mse,prediction2mse,prediction3mse,std0,std1,std2,std3,var0,var1,var2,var3
0.11058781862261084,0.5743702090320759,0.9237352337912379,0.5511687514282527,0.10149915154444664,0.6618178303561035,0.863455622964246,0.500602835424114,0.0002252023480449366,0.007684771125803652,0.003789085292460701,0.002568058713339614,0.03472939666088664,0.11297816308768106,0.05517137914134553,0.05620694994446117,0.001206130992429204,0.012764065334666659,0.003043881076358097,0.0031592212220591634
0.2620742061874691,0.8422830605062023,0.8911230857968001,0.40162240127737886,0.31988302317288186,0.6927647927601007,0.9345236173005518,0.4875114212577272,0.0034826518872269735,0.02241486908033153,0.0020603253926462805,0.007383893287814889,0.06569387288088399,0.11531544528054108,0.057396972176598476,0.05846677638975318,0.004315684934089745,0.013297651920249462,0.0032944124150412193,0.0034183639414093994
0.34314198007535907,0.5825057150345434,0.663644413525628,0.5558487627002764,0.29686752290255325,0.6821382481103546,0.647697400292934,0.518352680854177,0.0022646831595296117,0.009978490813518084,0.0003267066507870115,0.0014190380459950397,0.06185578070399572,0.11960243847231614,0.036908749324710735,0.05702482054649481,0.003826137606500809,0.014304743288524166,0.0013622557767143354,0.0032518301583599365
0.14483829129136075,0.5324854807555583,0.6080162964138873,0.5802222811499187,0.14369304588449835,0.6629819257818904,0.6067692853398076,0.5350787683532421,0.00014219635639827166,0.017121056629291892,7.714701313797218e-05,0.002076195850355072,0.03726760912051813,0.10837417706643558,0.029097605846985546,0.047769242334188576,0.0013888746895597264,0.011744962254827133,0.0008466706660265274,0.002281900513182434
0.2862682643000538,0.7723275976944037,0.6467729908663954,0.40783124391373593,0.324636139395385,0.6946131534807243,0.6936002295164952,0.5084905343933608,0.0015958312970536064,0.006090680778019392,0.002265555109548245,0.010137412366713209,0.0643099238911593,0.11886918116785578,0.04476439442406763,0.06195984290088854,0.004135766310886703,0.014129882231516518,0.002003851008153497,0.0038390221323027877
0.3865199633681424,0.6074522953179217,0.7022189370281651,0.5557216373221124,0.38091117792233303,0.7269946219334946,0.6617620712273521,0.5107326343703484,0.00013312207386555593,0.01435726826503011,0.0017038180455373425,0.002032502696334047,0.06133431231792134,0.10658295516343237,0.03870769977753875,0.058794321302458104,0.003761897867512317,0.011359926331370236,0.001498286022068073,0.003456772217416679
0.14365907371403655,0.5756116390340361,0.7960077528414061,0.5433611810008799,0.148173951076681,0.6587830107277802,0.7488711846497506,0.509032598925957,0.00013339645350626746,0.006942661495230891,0.002329434947586121,0.0011857636580066865,0.04202912387216546,0.11981798971868775,0.0509692101840672,0.06014538402294175,0.0017664472534618288,0.014356350660227562,0.0025978603867876193,0.0036174672192671366
0.25564369487249144,0.6743440229988478,0.6410653907709243,0.5322732357939036,0.26868534567675406,0.6714025001282194,0.6218089100388291,0.527458109702055,0.00029259796346356134,9.503637839987966e-05,0.0004315859443142153,4.846608791262754e-05,0.05822075024829114,0.11742945133671862,0.029675056195868073,0.051725244529994004,0.0033896557594738927,0.013789676041242767,0.0008806089602279282,0.0026755009216876745
0.3192861099595237,0.62884859323684,0.7650964655187742,0.5567387068627735,0.2895500920641495,0.6798536191157764,0.7494363007964108,0.5044624637686795,0.001016806068660814,0.0026376487297858344,0.00033744812355593633,0.002736862849748691,0.06339926469182346,0.12262672374241958,0.04926403093978932,0.062190112039546205,0.004019466763463893,0.015037313375799688,0.0024269447444365197,0.0038676100354913096
0.1110210165196582,0.6928672690505313,0.7999973433612387,0.5243323996859452,0.12601238619021263,0.6598797749355333,0.76395745211295,0.5086252112479075,0.0003423304604340377,0.0011184406890613187,0.00141940288262895,0.00025517264690685563,0.03818394723057058,0.11678963670837146,0.05102239864637872,0.058874913865422485,0.0014580138261069985,0.013639819242473386,0.002603285163629989,0.0034662554826609166
